id,collection_id,material_id,denomination_id,condition,year_created,length,width,description,link,numeric_value,extra_year,units
064d8e59-6e45-49a4-a311-7d25f49c4408,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,c0cd23fc-8a38-4348-8c13-507a1315b618,VERY_GOOD,1993,166,72,,https://en.numista.com/catalogue/note207270.html,100,1989,2
d1fdca18-6288-447d-897f-436856d65b5c,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,c0cd23fc-8a38-4348-8c13-507a1315b618,VERY_GOOD,2006,154,70,,https://en.numista.com/catalogue/note201884.html,200,,1
0005d0db-c6d1-4e73-8b5b-a34782e26cac,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,c0cd23fc-8a38-4348-8c13-507a1315b618,VERY_GOOD,2008,154,70,,https://en.numista.com/catalogue/note208459.html,500,,1
17daf9ac-8630-4696-a5c1-940a662dc9e5,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,b3fbd662-b591-4401-bc61-bb2990eea07d,VERY_GOOD,2006,123,65,,https://en.numista.com/catalogue/note211571.html,20,,1
4d344abe-afe0-4919-9a54-061a28147e30,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,b3fbd662-b591-4401-bc61-bb2990eea07d,VERY_GOOD,2012,137,63,,https://en.numista.com/catalogue/note203074.html,10,,1
ed7b474c-1967-462d-9ea6-7bec01cffea4,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,b3fbd662-b591-4401-bc61-bb2990eea07d,VERY_GOOD,2012,147,73,,https://en.numista.com/catalogue/note202323.html,50,,1
28986d8a-98ba-4676-bc55-d5670fd87cad,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,b3fbd662-b591-4401-bc61-bb2990eea07d,VERY_GOOD,2015,128,67,,https://en.numista.com/catalogue/note203329.html,20,2016-2017,3
bdab6e01-3371-4200-9e3f-ba4185489ee6,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,91d53418-fcbb-4201-9226-700cd93d995a,VERY_GOOD,2001,130,60,,https://en.numista.com/catalogue/note202798.html,100,,1
ad8a8b2f-1271-4969-91a9-c035bdf1b1cf,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,63844bff-bbb7-417b-a0e3-432a2d7654e0,VERY_GOOD,1996,130,60,,https://en.numista.com/catalogue/note207721.html,5,,1
485b61ab-e328-496b-a8f8-ca58eba56a38,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,cbdfaa1b-d427-4ae4-8857-9c9db5018829,VERY_GOOD,2003,138,72,,https://en.numista.com/catalogue/note202122.html,20,,1
69957398-dd4b-4dd8-abe3-52ca755b8427,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,cbdfaa1b-d427-4ae4-8857-9c9db5018829,VERY_GOOD,2013,138,72,,https://en.numista.com/catalogue/note204487.html,20,,1
c16e431c-c103-4e60-b5aa-d75185ab196f,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,f01e6f7a-0a58-4966-a2e8-e7dd7578539b,VERY_GOOD,2001,143,60,,https://en.numista.com/catalogue/note209804.html,5,,1
7571b253-f533-43e2-8293-6f3d7c6f23e8,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,3504d39e-082c-4a4b-81b3-a004f350e641,VERY_GOOD,2003,134,66,,https://en.numista.com/catalogue/note202976.html,1,,1
9ff55e3d-9f43-403f-9161-43f366ce014b,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,3504d39e-082c-4a4b-81b3-a004f350e641,VERY_GOOD,1984,134,62,,https://en.numista.com/catalogue/note204099.html,1,,1
f6f35ff5-44d1-4086-bb16-e5b09563c3ce,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,04ca5952-2dd7-44f6-8922-7d68f1b0738a,VERY_GOOD,2002,136,56,,https://en.numista.com/catalogue/note202106.html,10,1381,1
4e8a68ea-21cf-4924-b7c4-65aa5a2aa538,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,433274c2-725d-4629-9f35-2de2951b2592,VERY_GOOD,2008,137,70,,https://en.numista.com/catalogue/note208881.html,5,,1
9c4b1133-a316-47ca-9e93-ab9484b958c1,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,903717b5-f56d-4088-8edc-3dfdd46c8988,VERY_GOOD,2013,115,60,,https://en.numista.com/catalogue/note206844.html,1000,,1
aa976334-f512-4137-9af3-06eadb3ec450,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,433274c2-725d-4629-9f35-2de2951b2592,VERY_GOOD,2004,142,70,,https://en.numista.com/catalogue/note201697.html,1,,1
96bff1e6-3d32-48ca-8250-ffde7ca632bb,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,f8d62257-722b-4b14-b957-d1cb84aa6d9d,VERY_GOOD,2001,150,77,,https://en.numista.com/catalogue/note206598.html,50,2005,1
e4f05bbf-7a9f-46f5-90c8-f94ab7d738c2,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,3f4199a4-fa50-4dbe-a75f-c155ff73b6a1,VERY_GOOD,2003,135,70,,https://en.numista.com/catalogue/note209798.html,50,,1
5d106842-261a-43fa-831e-16024f231e51,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,3f4199a4-fa50-4dbe-a75f-c155ff73b6a1,VERY_GOOD,1999,130,71,,https://en.numista.com/catalogue/note204738.html,25,,1
2683ccc0-0dbd-4e3b-8e49-d19ec35f434f,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,864b5c43-fa79-4c46-acc0-bbc31453e048,VERY_GOOD,2013,118,63,,https://en.numista.com/catalogue/note202693.html,2,,1
e27a4fcd-1da1-4c8a-a3cc-e2ed91c1f554,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,864b5c43-fa79-4c46-acc0-bbc31453e048,VERY_GOOD,2005,118,63,,https://en.numista.com/catalogue/note202690.html,5,,1
75708c59-bbf7-4ad2-bd8c-d13f87fc4007,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,864b5c43-fa79-4c46-acc0-bbc31453e048,VERY_GOOD,2006,124,66,,https://en.numista.com/catalogue/note202679.html,10,,1
15f146e4-6c49-4d8e-bf32-2e08c3bf7c14,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,864b5c43-fa79-4c46-acc0-bbc31453e048,VERY_GOOD,2004,136,72,,https://en.numista.com/catalogue/note202240.html,50,,1
5c45518f-a015-404e-8d87-2d4c634b95cd,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,117156fa-af94-4148-b5fa-943f7d5da249,VERY_GOOD,1991,105,53,,https://en.numista.com/catalogue/note203606.html,1,,1
129fd61a-c5a1-43ec-a49a-b5625714eb16,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,117156fa-af94-4148-b5fa-943f7d5da249,VERY_GOOD,1991,105,53,,https://en.numista.com/catalogue/note203607.html,3,,1
8278cf8b-a147-44a0-a302-3d60a091a431,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,117156fa-af94-4148-b5fa-943f7d5da249,VERY_GOOD,1991,105,53,,https://en.numista.com/catalogue/note203608.html,5,,1
324128a6-b268-4dc9-996c-6adc025060bc,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,117156fa-af94-4148-b5fa-943f7d5da249,VERY_GOOD,1991,105,53,,https://en.numista.com/catalogue/note203609.html,10,,1
fbd540ac-6f79-4a99-8537-1c0c8d694fa2,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,117156fa-af94-4148-b5fa-943f7d5da249,VERY_GOOD,1991,105,53,,https://en.numista.com/catalogue/note203610.html,25,,1
b8cfbc2b-8166-4339-976b-649a05b62be7,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,44cde2c2-d3c2-470b-ada3-864ac55f5584,VERY_GOOD,1988,133,65,,https://en.numista.com/catalogue/note202012.html,2000,,1
d804cf67-85c2-43d4-b5c8-a72954c8f3ad,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,44cde2c2-d3c2-470b-ada3-864ac55f5584,VERY_GOOD,1991,134,64,,https://en.numista.com/catalogue/note204511.html,5000,,3
74c966aa-16ad-42e1-bd1a-6b29bef010e8,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,433274c2-725d-4629-9f35-2de2951b2592,VERY_GOOD,1992,151,72,,https://en.numista.com/catalogue/note206076.html,100,,1
2ecb4c2a-2aa7-45bc-b4af-e077f21f52dd,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,433274c2-725d-4629-9f35-2de2951b2592,VERY_GOOD,1992,163,78,,https://en.numista.com/catalogue/note206071.html,1000,,1
95f20146-e443-405b-a1db-027d11985982,d7717171-7fbd-45ad-887b-15874b0a0287,5dcaf339-a641-43d0-9eca-86051a601f5c,44cde2c2-d3c2-470b-ada3-864ac55f5584,VERY_GOOD,1987,130,65,,https://en.numista.com/catalogue/note203812.html,200,,2
945542f7-afc1-4af8-8679-4a50f8132c60,d7717171-7fbd-45ad-887b-15874b0a0287,35da2f5a-1a21-4987-a4d9-ea748641b675,44cde2c2-d3c2-470b-ada3-864ac55f5584,VERY_GOOD,2006,137.5,66,,https://en.numista.com/catalogue/note204743.html,20000,,1
d9e4af01-c806-4e46-8609-3d62391bf531,d7717171-7fbd-45ad-887b-15874b0a0287,35da2f5a-1a21-4987-a4d9-ea748641b675,44cde2c2-d3c2-470b-ada3-864ac55f5584,VERY_GOOD,2014,132,60,,https://en.numista.com/catalogue/note203627.html,10000,,1

